94660
+Vehicle assignments
car0;z8
car1;z19
car2;z8
car3;z9
car4;z22
car5;z9
car6;z7
car7;z3
car8;z10
car9;z1
car10;z22
car11;z1
car12;z20
car13;z12
car14;z11
car15;z2
car16;z16
car17;z12
car18;z20
car19;z15
car20;z19
car21;z16
car22;z11
car23;z13
car24;z4
car25;z14
car26;z11
car27;z14
car28;z14
car29;z24
car30;z17
car31;z22
car32;z20
car33;z3
car34;z2
car35;z2
car36;z23
car37;z23
car38;z2
car39;z5
car40;z1
car41;z13
car42;z16
car43;z21
car44;z20
car45;z7
car46;z12
car47;z9
car48;z18
car49;z4
car50;z6
car51;z15
car52;z11
car53;z5
car54;z24
car55;z2
car56;z5
car57;z24
car58;z1
car59;z11
car60;z19
car61;z18
car62;z11
car63;z6
car64;z2
car65;z13
car66;z9
car67;z20
car68;z12
car69;z18
car70;z9
+Assigned requests
req0;car8
req1;car9
req2;car0
req3;car70
req4;car51
req5;car4
req6;car30
req7;car6
req8;car7
req9;car52
req10;car40
req11;car50
req12;car5
req13;car31
req14;car2
req15;car32
req16;car43
req17;car61
req18;car42
req19;car33
req20;car35
req21;car53
req22;car34
req23;car54
req24;car36
req25;car55
req26;car10
req27;car37
req28;car14
req29;car41
req30;car21
req31;car38
req32;car11
req33;car12
req34;car13
req35;car3
req36;car39
req37;car66
req38;car60
req39;car56
req40;car62
req41;car20
req42;car47
req43;car18
req44;car57
req45;car58
req46;car22
req47;car63
req48;car64
req49;car16
req50;car25
req51;car65
req52;car44
req53;car15
req54;car68
req55;car67
req56;car23
req57;car69
req58;car48
req59;car45
req60;car19
req61;car46
req62;car26
req63;car59
req65;car24
req66;car27
req67;car28
req68;car49
req69;car1
req70;car29
req74;car17
+Unassigned requests
req64
req71
req72
req73
req75
req76
req77
req78
req79
req80
req81
req82
req83
req84
req85
req86
req87
req88
req89
req90
req91
req92
req93
req94
req95
req96
req97
req98
req99
req100
req101
req102
req103
req104
req105
req106
req107
req108
req109
req110
req111
req112
req113
req114
req115
req116
req117
req118
req119
req120
req121
req122
req123
req124
req125
req126
req127
req128
req129
req130
req131
req132
req133
req134
req135
req136
req137
req138
req139
req140
req141
req142
req143
req144
req145
req146
req147
req148
req149
req150
req151
req152
req153
req154
req155
req156
req157
req158
req159
req160
req161
req162
req163
req164
req165
req166
req167
req168
req169
req170
req171
req172
req173
req174
req175
req176
req177
req178
req179
req180
req181
req182
req183
req184
req185
req186
req187
req188
req189
req190
req191
req192
req193
req194
req195
req196
req197
req198
req199
req200
req201
req202
req203
req204
req205
req206
req207
req208
req209
req210
req211
req212
req213
req214
req215
req216
req217
req218
req219
req220
req221
req222
req223
req224
req225
req226
req227
req228
req229
req230
req231
req232
req233
req234
req235
req236
req237
req238
req239
req240
req241
req242
req243
req244
req245
req246
req247
req248
req249
req250
req251
req252
req253
req254
req255
req256
req257
req258
req259
req260
req261
req262
req263
req264
req265
req266
req267
req268
req269
req270
req271
req272
req273
req274
req275
req276
req277
req278
req279
req280
req281
req282
req283
req284
req285
req286
req287
req288
req289
req290
req291
req292
req293
req294
req295
req296
req297
req298
req299
req300
req301
req302
req303
req304
req305
req306
req307
req308
req309
req310
req311
req312
req313
req314
req315
req316
req317
req318
req319
req320
req321
req322
req323
req324
req325
req326
req327
req328
req329
req330
req331
req332
req333
req334
req335
req336
req337
req338
req339
req340
req341
req342
req343
req344
req345
req346
req347
req348
req349
req350
req351
req352
req353
req354
req355
req356
req357
req358
req359
